path,key,type,value,depth
sections[2].subsections[0].data.positiveCategoriesTable[1].Vendas,Vendas,number,42,8
sections[2].subsections[0].data.positiveCategoriesTable[1].Operações,Operações,number,35,8
sections[2].subsections[0].data.positiveCategoriesTable[1].Outros,Outros,number,65,8
sections[2].subsections[0].data.positiveCategoriesTable[2],positiveCategoriesTable[2],object,,7
sections[2].subsections[0].data.positiveCategoriesTable[2].category,category,string,Flexibilidade,8
sections[2].subsections[0].data.positiveCategoriesTable[2].Engenharia,Engenharia,number,78,8
sections[2].subsections[0].data.positiveCategoriesTable[2].Marketing,Marketing,number,72,8
sections[2].subsections[0].data.positiveCategoriesTable[2].RH,RH,number,65,8
sections[2].subsections[0].data.positiveCategoriesTable[2].Vendas,Vendas,number,38,8
sections[2].subsections[0].data.positiveCategoriesTable[2].Operações,Operações,number,32,8
sections[2].subsections[0].data.positiveCategoriesTable[2].Outros,Outros,number,60,8
sections[2].subsections[0].data.negativeCategoriesTable,negativeCategoriesTable,array,,6
sections[2].subsections[0].data.negativeCategoriesTable[0],negativeCategoriesTable[0],object,,7
sections[2].subsections[0].data.negativeCategoriesTable[0].category,category,string,Carga de Trabalho,8
sections[2].subsections[0].data.negativeCategoriesTable[0].Engenharia,Engenharia,number,12,8
sections[2].subsections[0].data.negativeCategoriesTable[0].Marketing,Marketing,number,15,8
sections[2].subsections[0].data.negativeCategoriesTable[0].RH,RH,number,18,8
sections[2].subsections[0].data.negativeCategoriesTable[0].Vendas,Vendas,number,58,8
sections[2].subsections[0].data.negativeCategoriesTable[0].Operações,Operações,number,65,8
sections[2].subsections[0].data.negativeCategoriesTable[0].Outros,Outros,number,20,8
sections[2].subsections[0].data.negativeCategoriesTable[1],negativeCategoriesTable[1],object,,7
sections[2].subsections[0].data.negativeCategoriesTable[1].category,category,string,Processos Burocráticos,8
sections[2].subsections[0].data.negativeCategoriesTable[1].Engenharia,Engenharia,number,8,8
sections[2].subsections[0].data.negativeCategoriesTable[1].Marketing,Marketing,number,12,8
sections[2].subsections[0].data.negativeCategoriesTable[1].RH,RH,number,22,8
sections[2].subsections[0].data.negativeCategoriesTable[1].Vendas,Vendas,number,52,8
sections[2].subsections[0].data.negativeCategoriesTable[1].Operações,Operações,number,58,8
sections[2].subsections[0].data.negativeCategoriesTable[1].Outros,Outros,number,18,8
sections[2].subsections[0].data.negativeCategoriesTable[2],negativeCategoriesTable[2],object,,7
sections[2].subsections[0].data.negativeCategoriesTable[2].category,category,string,Comunicação Interna,8
sections[2].subsections[0].data.negativeCategoriesTable[2].Engenharia,Engenharia,number,10,8
sections[2].subsections[0].data.negativeCategoriesTable[2].Marketing,Marketing,number,18,8
sections[2].subsections[0].data.negativeCategoriesTable[2].RH,RH,number,25,8
sections[2].subsections[0].data.negativeCategoriesTable[2].Vendas,Vendas,number,48,8
sections[2].subsections[0].data.negativeCategoriesTable[2].Operações,Operações,number,55,8
sections[2].subsections[0].data.negativeCategoriesTable[2].Outros,Outros,number,22,8
sections[2].subsections[1],subsections[1],object,,4
sections[2].subsections[1].id,id,string,attributes-tenure,5
sections[2].subsections[1].index,index,number,1,5
sections[2].subsections[1].name,name,string,Por Tempo de Empresa,5
sections[2].subsections[1].icon,icon,string,Clock,5
sections[2].subsections[1].components,components,array,,5
sections[2].subsections[1].components[0],components[0],object,,6
sections[2].subsections[1].components[0].type,type,string,card,7
sections[2].subsections[1].components[0].index,index,number,0,7
sections[2].subsections[1].components[0].title,title,string,Sumário,7
sections[2].subsections[1].components[0].text,text,string,"Funcionários com mais tempo de empresa (3+ anos) demonstram maior satisfação e engajamento.
Funcionários novos (menos de 1 ano) apresentam satisfação moderada, indicando necessidade de melhor onboarding.
A análise revela que a satisfação aumenta com o tempo de empresa, sugerindo que programas de retenção são eficazes.",7
sections[2].subsections[1].components[0].cardStyleVariant,cardStyleVariant,string,default,7
sections[2].subsections[1].components[1],components[1],object,,6
sections[2].subsections[1].components[1].type,type,string,grid-container,7
sections[2].subsections[1].components[1].index,index,number,1,7
sections[2].subsections[1].components[1].components,components,array,,7
sections[2].subsections[1].components[1].components[0],components[0],object,,8
sections[2].subsections[1].components[1].components[0].type,type,string,card,9
sections[2].subsections[1].components[1].components[0].index,index,number,0,9
sections[2].subsections[1].components[1].components[0].title,title,string,Distribuição dos respondentes,9
sections[2].subsections[1].components[1].components[0].cardStyleVariant,cardStyleVariant,string,flex-column,9
sections[2].subsections[1].components[1].components[0].cardContentVariant,cardContentVariant,string,with-charts,9
sections[2].subsections[1].components[1].components[0].components,components,array,,9
sections[2].subsections[1].components[1].components[0].components[0],components[0],object,,10
sections[2].subsections[1].components[1].components[0].components[0].type,type,string,barChart,11
sections[2].subsections[1].components[1].components[0].components[0].index,index,number,0,11
sections[2].subsections[1].components[1].components[0].components[0].dataPath,dataPath,string,sectionData.tenure.distributionChart,11
sections[2].subsections[1].components[1].components[0].components[0].config,config,object,,11
sections[2].subsections[1].components[1].components[0].components[0].config.dataKey,dataKey,string,percentage,12
sections[2].subsections[1].components[1].components[0].components[0].config.yAxisDataKey,yAxisDataKey,string,segment,12
sections[2].subsections[1].components[1].components[0].components[1],components[1],object,,10
sections[2].subsections[1].components[1].components[0].components[1].type,type,string,distributionTable,11
sections[2].subsections[1].components[1].components[0].components[1].index,index,number,1,11
sections[2].subsections[1].components[1].components[0].components[1].dataPath,dataPath,string,sectionData.tenure.distributionTable,11
sections[2].subsections[1].components[1].components[1],components[1],object,,8
sections[2].subsections[1].components[1].components[1].type,type,string,card,9
sections[2].subsections[1].components[1].components[1].index,index,number,1,9
sections[2].subsections[1].components[1].components[1].title,title,string,Análise de sentimento,9
sections[2].subsections[1].components[1].components[1].cardStyleVariant,cardStyleVariant,string,flex-column,9
sections[2].subsections[1].components[1].components[1].cardContentVariant,cardContentVariant,string,with-charts,9
sections[2].subsections[1].components[1].components[1].components,components,array,,9
sections[2].subsections[1].components[1].components[1].components[0],components[0],object,,10
sections[2].subsections[1].components[1].components[1].components[0].type,type,string,sentimentStackedChart,11
sections[2].subsections[1].components[1].components[1].components[0].index,index,number,0,11
sections[2].subsections[1].components[1].components[1].components[0].dataPath,dataPath,string,sectionData.tenure.sentimentChart,11
sections[2].subsections[1].components[1].components[1].components[0].config,config,object,,11
sections[2].subsections[1].components[1].components[1].components[0].config.yAxisDataKey,yAxisDataKey,string,segment,12
sections[2].subsections[1].components[1].components[1].components[1],components[1],object,,10
sections[2].subsections[1].components[1].components[1].components[1].type,type,string,sentimentTable,11
sections[2].subsections[1].components[1].components[1].components[1].index,index,number,1,11
sections[2].subsections[1].components[1].components[1].components[1].dataPath,dataPath,string,sectionData.tenure.sentimentTable,11
sections[2].subsections[1].data,data,object,,5
sections[2].subsections[1].data.distributionChart,distributionChart,array,,6
sections[2].subsections[1].data.distributionChart[0],distributionChart[0],object,,7
sections[2].subsections[1].data.distributionChart[0].segment,segment,string,Menos de 1 ano,8
sections[2].subsections[1].data.distributionChart[0].count,count,number,170,8
sections[2].subsections[1].data.distributionChart[0].percentage,percentage,number,20,8
sections[2].subsections[1].data.distributionChart[1],distributionChart[1],object,,7
sections[2].subsections[1].data.distributionChart[1].segment,segment,string,1-3 anos,8
sections[2].subsections[1].data.distributionChart[1].count,count,number,298,8
sections[2].subsections[1].data.distributionChart[1].percentage,percentage,number,35,8
sections[2].subsections[1].data.distributionChart[2],distributionChart[2],object,,7
sections[2].subsections[1].data.distributionChart[2].segment,segment,string,3-5 anos,8
sections[2].subsections[1].data.distributionChart[2].count,count,number,213,8
sections[2].subsections[1].data.distributionChart[2].percentage,percentage,number,25,8
sections[2].subsections[1].data.distributionChart[3],distributionChart[3],object,,7
sections[2].subsections[1].data.distributionChart[3].segment,segment,string,Mais de 5 anos,8
sections[2].subsections[1].data.distributionChart[3].count,count,number,169,8
sections[2].subsections[1].data.distributionChart[3].percentage,percentage,number,20,8
sections[2].subsections[1].data.distributionTable,distributionTable,array,,6
sections[2].subsections[1].data.distributionTable[0],distributionTable[0],object,,7
sections[2].subsections[1].data.distributionTable[0].segment,segment,string,Menos de 1 ano,8
sections[2].subsections[1].data.distributionTable[0].count,count,number,170,8
sections[2].subsections[1].data.distributionTable[0].percentage,percentage,number,20,8
sections[2].subsections[1].data.distributionTable[1],distributionTable[1],object,,7
sections[2].subsections[1].data.distributionTable[1].segment,segment,string,1-3 anos,8
sections[2].subsections[1].data.distributionTable[1].count,count,number,298,8
sections[2].subsections[1].data.distributionTable[1].percentage,percentage,number,35,8
sections[2].subsections[1].data.distributionTable[2],distributionTable[2],object,,7
sections[2].subsections[1].data.distributionTable[2].segment,segment,string,3-5 anos,8
sections[2].subsections[1].data.distributionTable[2].count,count,number,213,8
sections[2].subsections[1].data.distributionTable[2].percentage,percentage,number,25,8
sections[2].subsections[1].data.distributionTable[3],distributionTable[3],object,,7
sections[2].subsections[1].data.distributionTable[3].segment,segment,string,Mais de 5 anos,8
sections[2].subsections[1].data.distributionTable[3].count,count,number,169,8
sections[2].subsections[1].data.distributionTable[3].percentage,percentage,number,20,8
sections[2].subsections[1].data.sentimentChart,sentimentChart,array,,6
sections[2].subsections[1].data.sentimentChart[0],sentimentChart[0],object,,7
sections[2].subsections[1].data.sentimentChart[0].segment,segment,string,Mais de 5 anos,8
sections[2].subsections[1].data.sentimentChart[0].positive,positive,number,78.5,8
sections[2].subsections[1].data.sentimentChart[0].neutral,neutral,number,15.5,8
sections[2].subsections[1].data.sentimentChart[0].negative,negative,number,6,8
sections[2].subsections[1].data.sentimentChart[1],sentimentChart[1],object,,7
sections[2].subsections[1].data.sentimentChart[1].segment,segment,string,3-5 anos,8
sections[2].subsections[1].data.sentimentChart[1].positive,positive,number,72,8
sections[2].subsections[1].data.sentimentChart[1].neutral,neutral,number,20,8
sections[2].subsections[1].data.sentimentChart[1].negative,negative,number,8,8
sections[2].subsections[1].data.sentimentChart[2],sentimentChart[2],object,,7
sections[2].subsections[1].data.sentimentChart[2].segment,segment,string,1-3 anos,8
sections[2].subsections[1].data.sentimentChart[2].positive,positive,number,65.5,8
sections[2].subsections[1].data.sentimentChart[2].neutral,neutral,number,25.5,8
sections[2].subsections[1].data.sentimentChart[2].negative,negative,number,9,8
sections[2].subsections[1].data.sentimentChart[3],sentimentChart[3],object,,7
sections[2].subsections[1].data.sentimentChart[3].segment,segment,string,Menos de 1 ano,8
sections[2].subsections[1].data.sentimentChart[3].positive,positive,number,58,8
sections[2].subsections[1].data.sentimentChart[3].neutral,neutral,number,28,8
sections[2].subsections[1].data.sentimentChart[3].negative,negative,number,14,8
sections[2].subsections[1].data.sentimentTable,sentimentTable,array,,6
sections[2].subsections[1].data.sentimentTable[0],sentimentTable[0],object,,7
sections[2].subsections[1].data.sentimentTable[0].segment,segment,string,Mais de 5 anos,8
sections[2].subsections[1].data.sentimentTable[0].positive,positive,number,78.5,8
sections[2].subsections[1].data.sentimentTable[0].neutral,neutral,number,15.5,8
sections[2].subsections[1].data.sentimentTable[0].negative,negative,number,6,8
sections[2].subsections[1].data.sentimentTable[1],sentimentTable[1],object,,7
sections[2].subsections[1].data.sentimentTable[1].segment,segment,string,3-5 anos,8
sections[2].subsections[1].data.sentimentTable[1].positive,positive,number,72,8
sections[2].subsections[1].data.sentimentTable[1].neutral,neutral,number,20,8
sections[2].subsections[1].data.sentimentTable[1].negative,negative,number,8,8
sections[2].subsections[1].data.sentimentTable[2],sentimentTable[2],object,,7
sections[2].subsections[1].data.sentimentTable[2].segment,segment,string,1-3 anos,8
sections[2].subsections[1].data.sentimentTable[2].positive,positive,number,65.5,8
sections[2].subsections[1].data.sentimentTable[2].neutral,neutral,number,25.5,8
sections[2].subsections[1].data.sentimentTable[2].negative,negative,number,9,8
sections[2].subsections[1].data.sentimentTable[3],sentimentTable[3],object,,7
sections[2].subsections[1].data.sentimentTable[3].segment,segment,string,Menos de 1 ano,8
sections[2].subsections[1].data.sentimentTable[3].positive,positive,number,58,8
sections[2].subsections[1].data.sentimentTable[3].neutral,neutral,number,28,8
sections[2].subsections[1].data.sentimentTable[3].negative,negative,number,14,8
sections[2].subsections[2],subsections[2],object,,4
sections[2].subsections[2].id,id,string,attributes-role,5
sections[2].subsections[2].index,index,number,2,5
sections[2].subsections[2].name,name,string,Por Cargo,5
sections[2].subsections[2].icon,icon,string,Briefcase,5
sections[2].subsections[2].components,components,array,,5
sections[2].subsections[2].components[0],components[0],object,,6
sections[2].subsections[2].components[0].type,type,string,card,7
sections[2].subsections[2].components[0].index,index,number,0,7
sections[2].subsections[2].components[0].title,title,string,Sumário,7
sections[2].subsections[2].components[0].text,text,string,"Liderança e funcionários sênior apresentam maior satisfação, com NPS positivo.
Estagiários e júnior demonstram satisfação moderada, com oportunidades de melhoria em desenvolvimento e mentoria.
A análise sugere que programas de desenvolvimento são especialmente importantes para níveis iniciais.",7
sections[2].subsections[2].components[0].cardStyleVariant,cardStyleVariant,string,default,7
sections[2].subsections[2].components[1],components[1],object,,6
sections[2].subsections[2].components[1].type,type,string,grid-container,7
sections[2].subsections[2].components[1].index,index,number,1,7
sections[2].subsections[2].components[1].components,components,array,,7
sections[2].subsections[2].components[1].components[0],components[0],object,,8
sections[2].subsections[2].components[1].components[0].type,type,string,card,9
sections[2].subsections[2].components[1].components[0].index,index,number,0,9
sections[2].subsections[2].components[1].components[0].title,title,string,Distribuição dos respondentes,9
sections[2].subsections[2].components[1].components[0].cardStyleVariant,cardStyleVariant,string,flex-column,9
sections[2].subsections[2].components[1].components[0].cardContentVariant,cardContentVariant,string,with-charts,9
sections[2].subsections[2].components[1].components[0].components,components,array,,9
sections[2].subsections[2].components[1].components[0].components[0],components[0],object,,10
sections[2].subsections[2].components[1].components[0].components[0].type,type,string,barChart,11
sections[2].subsections[2].components[1].components[0].components[0].index,index,number,0,11
sections[2].subsections[2].components[1].components[0].components[0].dataPath,dataPath,string,sectionData.role.distributionChart,11
sections[2].subsections[2].components[1].components[0].components[0].config,config,object,,11
sections[2].subsections[2].components[1].components[0].components[0].config.dataKey,dataKey,string,percentage,12
sections[2].subsections[2].components[1].components[0].components[0].config.yAxisDataKey,yAxisDataKey,string,segment,12
sections[2].subsections[2].components[1].components[0].components[1],components[1],object,,10
sections[2].subsections[2].components[1].components[0].components[1].type,type,string,distributionTable,11
sections[2].subsections[2].components[1].components[0].components[1].index,index,number,1,11
sections[2].subsections[2].components[1].components[0].components[1].dataPath,dataPath,string,sectionData.role.distributionTable,11
sections[2].subsections[2].components[1].components[1],components[1],object,,8
sections[2].subsections[2].components[1].components[1].type,type,string,card,9
sections[2].subsections[2].components[1].components[1].index,index,number,1,9
sections[2].subsections[2].components[1].components[1].title,title,string,Análise de sentimento,9
sections[2].subsections[2].components[1].components[1].cardStyleVariant,cardStyleVariant,string,flex-column,9
sections[2].subsections[2].components[1].components[1].cardContentVariant,cardContentVariant,string,with-charts,9
sections[2].subsections[2].components[1].components[1].components,components,array,,9
sections[2].subsections[2].components[1].components[1].components[0],components[0],object,,10
sections[2].subsections[2].components[1].components[1].components[0].type,type,string,sentimentStackedChart,11
sections[2].subsections[2].components[1].components[1].components[0].index,index,number,0,11
sections[2].subsections[2].components[1].components[1].components[0].dataPath,dataPath,string,sectionData.role.sentimentChart,11
sections[2].subsections[2].components[1].components[1].components[0].config,config,object,,11
sections[2].subsections[2].components[1].components[1].components[0].config.yAxisDataKey,yAxisDataKey,string,segment,12
sections[2].subsections[2].components[1].components[1].components[1],components[1],object,,10
sections[2].subsections[2].components[1].components[1].components[1].type,type,string,sentimentTable,11
sections[2].subsections[2].components[1].components[1].components[1].index,index,number,1,11
sections[2].subsections[2].components[1].components[1].components[1].dataPath,dataPath,string,sectionData.role.sentimentTable,11
sections[2].subsections[2].data,data,object,,5
sections[2].subsections[2].data.distributionChart,distributionChart,array,,6
sections[2].subsections[2].data.distributionChart[0],distributionChart[0],object,,7
sections[2].subsections[2].data.distributionChart[0].segment,segment,string,Estagiário/Júnior,8
sections[2].subsections[2].data.distributionChart[0].count,count,number,255,8
sections[2].subsections[2].data.distributionChart[0].percentage,percentage,number,30,8
sections[2].subsections[2].data.distributionChart[1],distributionChart[1],object,,7
sections[2].subsections[2].data.distributionChart[1].segment,segment,string,Pleno,8
sections[2].subsections[2].data.distributionChart[1].count,count,number,340,8
sections[2].subsections[2].data.distributionChart[1].percentage,percentage,number,40,8
sections[2].subsections[2].data.distributionChart[2],distributionChart[2],object,,7
sections[2].subsections[2].data.distributionChart[2].segment,segment,string,Sênior,8
sections[2].subsections[2].data.distributionChart[2].count,count,number,170,8
sections[2].subsections[2].data.distributionChart[2].percentage,percentage,number,20,8
sections[2].subsections[2].data.distributionChart[3],distributionChart[3],object,,7
sections[2].subsections[2].data.distributionChart[3].segment,segment,string,Liderança,8
sections[2].subsections[2].data.distributionChart[3].count,count,number,85,8
sections[2].subsections[2].data.distributionChart[3].percentage,percentage,number,10,8
sections[2].subsections[2].data.distributionTable,distributionTable,array,,6
sections[2].subsections[2].data.distributionTable[0],distributionTable[0],object,,7
sections[2].subsections[2].data.distributionTable[0].segment,segment,string,Estagiário/Júnior,8
sections[2].subsections[2].data.distributionTable[0].count,count,number,255,8
sections[2].subsections[2].data.distributionTable[0].percentage,percentage,number,30,8
sections[2].subsections[2].data.distributionTable[1],distributionTable[1],object,,7
sections[2].subsections[2].data.distributionTable[1].segment,segment,string,Pleno,8
sections[2].subsections[2].data.distributionTable[1].count,count,number,340,8
sections[2].subsections[2].data.distributionTable[1].percentage,percentage,number,40,8
sections[2].subsections[2].data.distributionTable[2],distributionTable[2],object,,7
sections[2].subsections[2].data.distributionTable[2].segment,segment,string,Sênior,8
sections[2].subsections[2].data.distributionTable[2].count,count,number,170,8
sections[2].subsections[2].data.distributionTable[2].percentage,percentage,number,20,8
sections[2].subsections[2].data.distributionTable[3],distributionTable[3],object,,7
sections[2].subsections[2].data.distributionTable[3].segment,segment,string,Liderança,8
sections[2].subsections[2].data.distributionTable[3].count,count,number,85,8
sections[2].subsections[2].data.distributionTable[3].percentage,percentage,number,10,8
sections[2].subsections[2].data.sentimentChart,sentimentChart,array,,6
sections[2].subsections[2].data.sentimentChart[0],sentimentChart[0],object,,7
sections[2].subsections[2].data.sentimentChart[0].segment,segment,string,Liderança,8
sections[2].subsections[2].data.sentimentChart[0].positive,positive,number,82,8
sections[2].subsections[2].data.sentimentChart[0].neutral,neutral,number,12,8
sections[2].subsections[2].data.sentimentChart[0].negative,negative,number,6,8
sections[2].subsections[2].data.sentimentChart[1],sentimentChart[1],object,,7
sections[2].subsections[2].data.sentimentChart[1].segment,segment,string,Sênior,8
sections[2].subsections[2].data.sentimentChart[1].positive,positive,number,75.5,8
sections[2].subsections[2].data.sentimentChart[1].neutral,neutral,number,18.5,8
sections[2].subsections[2].data.sentimentChart[1].negative,negative,number,6,8
sections[2].subsections[2].data.sentimentChart[2],sentimentChart[2],object,,7
sections[2].subsections[2].data.sentimentChart[2].segment,segment,string,Pleno,8
sections[2].subsections[2].data.sentimentChart[2].positive,positive,number,68,8
sections[2].subsections[2].data.sentimentChart[2].neutral,neutral,number,22,8
sections[2].subsections[2].data.sentimentChart[2].negative,negative,number,10,8
sections[2].subsections[2].data.sentimentChart[3],sentimentChart[3],object,,7
sections[2].subsections[2].data.sentimentChart[3].segment,segment,string,Estagiário/Júnior,8
sections[2].subsections[2].data.sentimentChart[3].positive,positive,number,58.5,8
sections[2].subsections[2].data.sentimentChart[3].neutral,neutral,number,28.5,8
sections[2].subsections[2].data.sentimentChart[3].negative,negative,number,13,8
sections[2].subsections[2].data.sentimentTable,sentimentTable,array,,6
sections[2].subsections[2].data.sentimentTable[0],sentimentTable[0],object,,7
sections[2].subsections[2].data.sentimentTable[0].segment,segment,string,Liderança,8
sections[2].subsections[2].data.sentimentTable[0].positive,positive,number,82,8
sections[2].subsections[2].data.sentimentTable[0].neutral,neutral,number,12,8
sections[2].subsections[2].data.sentimentTable[0].negative,negative,number,6,8
sections[2].subsections[2].data.sentimentTable[1],sentimentTable[1],object,,7
sections[2].subsections[2].data.sentimentTable[1].segment,segment,string,Sênior,8
sections[2].subsections[2].data.sentimentTable[1].positive,positive,number,75.5,8
sections[2].subsections[2].data.sentimentTable[1].neutral,neutral,number,18.5,8
sections[2].subsections[2].data.sentimentTable[1].negative,negative,number,6,8
sections[2].subsections[2].data.sentimentTable[2],sentimentTable[2],object,,7
sections[2].subsections[2].data.sentimentTable[2].segment,segment,string,Pleno,8
sections[2].subsections[2].data.sentimentTable[2].positive,positive,number,68,8
sections[2].subsections[2].data.sentimentTable[2].neutral,neutral,number,22,8
sections[2].subsections[2].data.sentimentTable[2].negative,negative,number,10,8
sections[2].subsections[2].data.sentimentTable[3],sentimentTable[3],object,,7
sections[2].subsections[2].data.sentimentTable[3].segment,segment,string,Estagiário/Júnior,8
sections[2].subsections[2].data.sentimentTable[3].positive,positive,number,58.5,8
sections[2].subsections[2].data.sentimentTable[3].neutral,neutral,number,28.5,8
sections[2].subsections[2].data.sentimentTable[3].negative,negative,number,13,8
sections[3],sections[3],object,,2
sections[3].id,id,string,culture,3
sections[3].index,index,number,3,3
sections[3].name,name,string,Análise de Cultura Organizacional,3
sections[3].icon,icon,string,Users,3
sections[3].subsections,subsections,array,,3
sections[3].subsections[0],subsections[0],object,,4
sections[3].subsections[0].id,id,string,culture-values,5
sections[3].subsections[0].index,index,number,0,5
sections[3].subsections[0].name,name,string,Valores Organizacionais,5
sections[3].subsections[0].icon,icon,string,Star,5
sections[3].subsections[0].components,components,array,,5
sections[3].subsections[0].components[0],components[0],object,,6
sections[3].subsections[0].components[0].type,type,string,grid-container,7
sections[3].subsections[0].components[0].index,index,number,0,7
sections[3].subsections[0].components[0].components,components,array,,7
sections[3].subsections[0].components[0].components[0],components[0],object,,8
sections[3].subsections[0].components[0].components[0].type,type,string,card,9
sections[3].subsections[0].components[0].components[0].index,index,number,0,9
sections[3].subsections[0].components[0].components[0].title,title,string,Valores Organizacionais,9
sections[3].subsections[0].components[0].components[0].text,text,string,"Os valores organizacionais mais reconhecidos pelos funcionários são colaboração, inovação e integridade.
A maioria dos funcionários (78%) identifica colaboração como um valor forte da empresa.",9
sections[3].subsections[0].components[0].components[0].cardStyleVariant,cardStyleVariant,string,default,9
sections[3].subsections[0].components[0].components[1],components[1],object,,8
sections[3].subsections[0].components[0].components[1].type,type,string,card,9
sections[3].subsections[0].components[0].components[1].index,index,number,1,9
sections[3].subsections[0].components[0].components[1].title,title,string,Distribuição por Valor,9
sections[3].subsections[0].components[0].components[1].cardStyleVariant,cardStyleVariant,string,flex-column,9
sections[3].subsections[0].components[0].components[1].cardContentVariant,cardContentVariant,string,with-charts,9
sections[3].subsections[0].components[0].components[1].components,components,array,,9
sections[3].subsections[0].components[0].components[1].components[0],components[0],object,,10
sections[3].subsections[0].components[0].components[1].components[0].type,type,string,sentimentStackedChart,11
sections[3].subsections[0].components[0].components[1].components[0].index,index,number,0,11
sections[3].subsections[0].components[0].components[1].components[0].dataPath,dataPath,string,sectionData.sentimentStackedChart,11
sections[3].subsections[0].components[0].components[1].components[0].config,config,object,,11
sections[3].subsections[0].components[0].components[1].components[0].config.yAxisDataKey,yAxisDataKey,string,value,12
sections[3].subsections[1],subsections[1],object,,4
sections[3].subsections[1].id,id,string,culture-communication,5
sections[3].subsections[1].index,index,number,1,5
sections[3].subsections[1].name,name,string,Comunicação Interna,5
sections[3].subsections[1].icon,icon,string,MessageSquare,5
sections[3].subsections[1].components,components,array,,5
sections[3].subsections[1].components[0],components[0],object,,6
sections[3].subsections[1].components[0].type,type,string,card,7
sections[3].subsections[1].components[0].index,index,number,0,7
sections[3].subsections[1].components[0].useDescription,useDescription,boolean,true,7
sections[3].subsections[1].components[0].text,text,string,"A comunicação interna é uma área que necessita melhorias significativas.
45% dos funcionários expressam sentimentos negativos sobre a comunicação, enquanto apenas 32.5% são positivos.",7
sections[3].subsections[1].components[0].cardStyleVariant,cardStyleVariant,string,default,7
sections[3].subsections[1].components[0].cardContentVariant,cardContentVariant,string,with-description,7
sections[3].subsections[1].components[0].components,components,array,,7
sections[3].subsections[1].components[0].components[0],components[0],object,,8
sections[3].subsections[1].components[0].components[0].type,type,string,sentimentDivergentChart,9
sections[3].subsections[1].components[0].components[0].index,index,number,0,9
sections[3].subsections[1].components[0].components[0].dataPath,dataPath,string,sectionData.sentimentDivergentChartCommunication,9
sections[3].subsections[1].components[0].components[0].config,config,object,,9
sections[3].subsections[1].components[0].components[0].config.yAxisDataKey,yAxisDataKey,string,aspect,10
sections[3].subsections[2],subsections[2],object,,4
sections[3].subsections[2].id,id,string,culture-development,5
sections[3].subsections[2].index,index,number,2,5
sections[3].subsections[2].name,name,string,Desenvolvimento Profissional,5
sections[3].subsections[2].icon,icon,string,TrendingUp,5
sections[3].subsections[2].components,components,array,,5
sections[3].subsections[2].components[0],components[0],object,,6
sections[3].subsections[2].components[0].type,type,string,grid-container,7
sections[3].subsections[2].components[0].index,index,number,0,7
sections[3].subsections[2].components[0].components,components,array,,7
sections[3].subsections[2].components[0].components[0],components[0],object,,8
sections[3].subsections[2].components[0].components[0].type,type,string,card,9
sections[3].subsections[2].components[0].components[0].index,index,number,0,9
sections[3].subsections[2].components[0].components[0].title,title,string,Desenvolvimento Profissional,9
sections[3].subsections[2].components[0].components[0].text,text,string,"Os programas de desenvolvimento profissional são bem avaliados, com 68% de satisfação positiva.
Funcionários valorizam especialmente treinamentos técnicos, mentoria e oportunidades de crescimento.",9
sections[3].subsections[2].components[0].components[0].cardStyleVariant,cardStyleVariant,string,border-left,9
sections[3].subsections[2].components[0].components[1],components[1],object,,8
sections[3].subsections[2].components[0].components[1].type,type,string,card,9
sections[3].subsections[2].components[0].components[1].index,index,number,1,9
sections[3].subsections[2].components[0].components[1].title,title,string,Satisfação com Programas,9
sections[3].subsections[2].components[0].components[1].cardStyleVariant,cardStyleVariant,string,flex-column,9
sections[3].subsections[2].components[0].components[1].cardContentVariant,cardContentVariant,string,with-charts,9
sections[3].subsections[2].components[0].components[1].components,components,array,,9
sections[3].subsections[2].components[0].components[1].components[0],components[0],object,,10
sections[3].subsections[2].components[0].components[1].components[0].type,type,string,barChart,11
sections[3].subsections[2].components[0].components[1].components[0].index,index,number,0,11
sections[3].subsections[2].components[0].components[1].components[0].dataPath,dataPath,string,sectionData.programsBarChart,11
sections[3].subsections[2].components[0].components[1].components[0].config,config,object,,11
sections[3].subsections[2].components[0].components[1].components[0].config.dataKey,dataKey,string,satisfaction,12
sections[3].subsections[2].components[0].components[1].components[0].config.yAxisDataKey,yAxisDataKey,string,program,12
sections[3].data,data,object,,3
sections[3].data.sentimentStackedChart,sentimentStackedChart,array,,4
sections[3].data.sentimentStackedChart[0],sentimentStackedChart[0],object,,5
sections[3].data.sentimentStackedChart[0].value,value,string,Colaboração,6
sections[3].data.sentimentStackedChart[0].positive,positive,number,78.5,6
sections[3].data.sentimentStackedChart[0].neutral,neutral,number,15.2,6
sections[3].data.sentimentStackedChart[0].negative,negative,number,6.3,6
sections[3].data.sentimentStackedChart[1],sentimentStackedChart[1],object,,5
sections[3].data.sentimentStackedChart[1].value,value,string,Inovação,6
sections[3].data.sentimentStackedChart[1].positive,positive,number,72.3,6
sections[3].data.sentimentStackedChart[1].neutral,neutral,number,20.5,6
sections[3].data.sentimentStackedChart[1].negative,negative,number,7.2,6
sections[3].data.sentimentStackedChart[2],sentimentStackedChart[2],object,,5
sections[3].data.sentimentStackedChart[2].value,value,string,Integridade,6
sections[3].data.sentimentStackedChart[2].positive,positive,number,68.5,6
sections[3].data.sentimentStackedChart[2].neutral,neutral,number,25,6
sections[3].data.sentimentStackedChart[2].negative,negative,number,6.5,6
sections[3].data.sentimentStackedChart[3],sentimentStackedChart[3],object,,5
